StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q2,Q3,Q4,Q21,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q5_7,Q5_8,Q5_9,Q5_10,Q5_11,Q5_12,Q5_13,Q5_14,Q5_15,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q6_10,Q6_11,Q6_12,Q6_13,Q6_14,Q6_15,Q6_16,Q6_17,Q6_18,Q6_19,Q6_20,Q6_21,Q6_22,Q6_23,Q6_24,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q8_8,Q8_9,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q7_7,Q7_8,Q7_9,Q7_10,Q7_11,Q7_12,Q7_13,Q7_14,Q7_15,Q7_16,Q7_17,Q7_18,Q7_19,Q7_20,Q7_21,Q7_22,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11_8,Q11_9,Q11_10,Q11_11,Q11_12,Q11_13,Q13,Q34,Q15,Q35_1,Q17,Q18,Q19,Q20
2020-02-04 01:24:16,2020-02-04 01:24:45,Survey Preview,100,28,True,2020-02-04 01:24:45,R_2frGql9t49gKmmj,preview,EN-GB,I consent to participate in this survey,Warneford Hall,,A01-A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-04 01:24:55,2020-02-04 01:25:29,Survey Preview,100,33,True,2020-02-04 01:25:30,R_3Ny3Ff8bGjZCwK5,preview,EN-GB,I consent to participate in this survey,Warneford Hall,,A01-A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-04 01:59:02,2020-02-04 01:59:40,Survey Preview,100,37,True,2020-02-04 01:59:40,R_vC4Xrk7fh7RrV97,preview,EN-GB,I consent to participate in this survey,Warneford Hall,,A03-F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-04 02:00:54,2020-02-04 02:01:30,Survey Preview,100,35,True,2020-02-04 02:01:31,R_e8SdWt1rWhcJi81,preview,EN-GB,I consent to participate in this survey,Crescent Hall,B02G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-04 02:04:37,2020-02-04 02:05:06,Survey Preview,100,28,True,2020-02-04 02:05:06,R_3mkLCBTPw2dsgL6,preview,EN-GB,I consent to participate in this survey,Warneford Hall,,D010-B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-04 02:06:21,2020-02-04 02:06:52,Survey Preview,100,30,True,2020-02-04 02:06:52,R_3NWGJQVsRqoUuQN,preview,EN-GB,I consent to participate in this survey,Warneford Hall,,A01-B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-04 02:07:32,2020-02-04 02:08:02,Survey Preview,100,29,True,2020-02-04 02:08:02,R_31TsPDHjydzm4ft,preview,EN-GB,I consent to participate in this survey,Warneford Hall,,A01-D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-04 02:09:16,2020-02-04 02:09:45,Survey Preview,100,28,True,2020-02-04 02:09:45,R_3HBpBCZddkh3c4l,preview,EN-GB,I consent to participate in this survey,Warneford Hall,,A01-E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,
2020-02-04 02:13:26,2020-02-04 02:14:12,Survey Preview,100,45,True,2020-02-04 02:14:12,R_1esGibMYUO0nMh3,preview,EN-GB,I consent to participate in this survey,Warneford Hall,,A01-Towel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,
2020-02-04 02:35:21,2020-02-04 02:35:49,Survey Preview,100,27,True,2020-02-04 02:35:49,R_27ptO2VWtNMmDbX,preview,EN-GB,I consent to participate in this survey,Warneford Hall,,A01-A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-04 10:47:28,2020-02-04 10:48:19,Survey Preview,100,50,True,2020-02-04 10:48:19,R_PYeIc8PrhZXqFEt,preview,EN-GB,I consent to participate in this survey,Warneford Hall,,A01-Kitchen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-04 11:32:43,2020-02-04 11:33:34,Survey Preview,100,50,True,2020-02-04 11:33:34,R_3fxWre0pbG4MXXI,preview,EN-GB,I consent to participate in this survey,Crescent Hall,A02E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,
2020-02-04 11:36:47,2020-02-04 11:46:30,Survey Preview,100,583,True,2020-02-04 11:46:31,R_1BV0P5lROVdkq9O,preview,EN-GB,I consent to participate in this survey,Warneford Hall,,A01-E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7 = Very likely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-05 02:39:37,2020-02-05 02:53:21,IP Address,100,824,True,2020-02-05 02:53:22,R_1Nb2v0pLWj1hcwa,anonymous,EN-GB,I consent to participate in this survey,Crescent Hall,L04F,,Agree,Somewhat disagree,Agree,Somewhat agree,Agree,Agree,Strongly agree,Disagree,Agree,Disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Agree,Disagree,Somewhat disagree,Agree,Somewhat disagree,Somewhat agree,Agree,Strongly disagree,Somewhat agree,Somewhat agree,Disagree,Agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Agree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,2,2,2,2,2,2,3,3,3,2,2,3,2,3,3,3,3,3,3,3,3,3,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,4,4,4,2,1 = Not at all,4,4,3,4,4,4,2,2,Woman,21,White,5,No,France,France,"6 months "
2020-02-05 02:42:12,2020-02-05 02:53:52,IP Address,100,699,True,2020-02-05 02:53:53,R_WDHZYiU3YBDIvBf,anonymous,EN-GB,I consent to participate in this survey,Crescent Hall,D03B,,Somewhat disagree,Somewhat agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Disagree,Disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Agree,Somewhat disagree,Disagree,Disagree,Disagree,Somewhat agree,Strongly disagree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Strongly disagree,Agree,Somewhat disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Somewhat agree,Disagree,Somewhat agree,7 = Very likely,1 = Not at all likely,1 = Not at all likely,1 = Not at all likely,1 = Not at all likely,1 = Not at all likely,4 = Neither likely nor unlikely,1 = Not at all likely,4 = Neither likely nor unlikely,1 = Not at all likely,1 = Not at all likely,7 = Very likely,7 = Very likely,4 = Neither likely nor unlikely,7 = Very likely,7 = Very likely,7 = Very likely,7 = Very likely,4 = Neither likely nor unlikely,7 = Very likely,1 = Not at all likely,7 = Very likely,Agree,Agree,Disagree,Disagree,Disagree,Strongly disagree,Somewhat disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,5 = Very much,1 = Not at all,5 = Very much,5 = Very much,2,5 = Very much,3,3,2,1 = Not at all,2,1 = Not at all,1 = Not at all,Man,19,White,4,Yes,,,
2020-02-05 02:40:09,2020-02-05 02:54:36,IP Address,100,867,True,2020-02-05 02:54:37,R_3IRFzNY6FGhNpjN,anonymous,EN-GB,I consent to participate in this survey,Crescent Hall,G02B,,Somewhat agree,Disagree,Somewhat agree,Somewhat disagree,Agree,Somewhat disagree,Somewhat agree,Disagree,Agree,Disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Agree,Somewhat agree,Disagree,Somewhat agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Disagree,Agree,Disagree,Agree,Somewhat agree,Disagree,Somewhat agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,6,2,2,1 = Not at all likely,4 = Neither likely nor unlikely,4 = Neither likely nor unlikely,5,2,3,5,3,5,6,5,7 = Very likely,6,3,7 = Very likely,4 = Neither likely nor unlikely,6,5,5,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,3,3,3,4,3,3,4,1 = Not at all,3,2,4,2,2,Woman,19,White,3,Yes,,,
2020-02-05 02:51:29,2020-02-05 03:02:28,IP Address,100,658,True,2020-02-05 03:02:28,R_0I0r6XvxKVWlR7j,anonymous,EN-GB,I consent to participate in this survey,Warneford Hall,,D01-C,Disagree,Disagree,Somewhat disagree,Disagree,Agree,Agree,Agree,Somewhat disagree,Agree,Somewhat disagree,Disagree,Somewhat disagree,Agree,Agree,Agree,Agree,Somewhat disagree,Disagree,Neither agree nor disagree,Disagree,Agree,Disagree,Somewhat agree,Agree,Somewhat disagree,Somewhat agree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Disagree,Agree,Agree,Somewhat agree,Agree,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Somewhat agree,1 = Not at all likely,1 = Not at all likely,1 = Not at all likely,1 = Not at all likely,1 = Not at all likely,1 = Not at all likely,6,1 = Not at all likely,1 = Not at all likely,3,1 = Not at all likely,5,7 = Very likely,5,6,5,1 = Not at all likely,7 = Very likely,2,5,6,5,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,3,4,3,4,2,2,4,4,4,2,5 = Very much,2,1 = Not at all,Man,22,White,4,Yes,,,
2020-02-05 02:47:35,2020-02-05 03:02:35,IP Address,100,900,True,2020-02-05 03:02:36,R_1qVsF75wtY4C3LC,anonymous,EN-GB,I consent to participate in this survey,Crescent Hall,D01E,,Somewhat agree,Disagree,Agree,Agree,Agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Agree,Disagree,Strongly agree,Disagree,Strongly agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Agree,Strongly disagree,Somewhat agree,Agree,Strongly disagree,Agree,Neither agree nor disagree,Somewhat disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Strongly agree,Agree,Strongly disagree,Agree,Somewhat agree,Agree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,5,4 = Neither likely nor unlikely,4 = Neither likely nor unlikely,4 = Neither likely nor unlikely,6,6,6,5,5,5,5,7 = Very likely,7 = Very likely,7 = Very likely,7 = Very likely,7 = Very likely,5,7 = Very likely,7 = Very likely,6,7 = Very likely,7 = Very likely,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Somewhat agree,Agree,Agree,Agree,4,3,3,2,2,5 = Very much,2,3,3,2,4,2,3,Man,18,Asian / Asian British,3,No,"India ","United Arab Emirates ",Since September of 2019
2020-02-05 02:40:22,2020-02-05 03:03:14,IP Address,100,1372,True,2020-02-05 03:03:14,R_phD5GWTauFyLfSp,anonymous,EN-GB,I consent to participate in this survey,Crescent Hall,J02F,,Neither agree nor disagree,Somewhat agree,Agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Agree,Neither agree nor disagree,Agree,Disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Agree,Somewhat disagree,Somewhat agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Disagree,Agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Disagree,Disagree,Agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,5,5,3,4 = Neither likely nor unlikely,4 = Neither likely nor unlikely,4 = Neither likely nor unlikely,5,3,3,5,2,5,3,2,6,5,3,7 = Very likely,6,6,5,6,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,Agree,Somewhat disagree,Somewhat agree,Agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Agree,Somewhat agree,1 = Not at all,3,2,4,3,4,5 = Very much,2,2,3,4,1 = Not at all,2,Woman,21,Asian / Asian British,5,No,Japan,Japan,for half an year
